Amount,MCC,Is Fraud?,Hours,Use_Chip_Chip Transaction,Use_Chip_Online Transaction,Use_Chip_Swipe Transaction
100.0,4829,0,11,0,0,1
63.67,5814,0,18,0,0,1
100.85,5812,0,18,1,0,0
68.0,5541,0,11,1,0,0
60.84,4784,0,15,0,1,0
90.82,5300,0,13,0,0,1
56.0,5541,0,10,0,0,1
204.83,4814,0,20,0,0,1
1.52,5499,0,22,0,0,1
64.0,5499,0,16,0,0,1
56.08,5300,0,11,0,0,1
176.71,5912,0,15,0,0,1
26.95,5912,0,15,0,0,1
40.56,5211,0,17,0,0,1
10.63,5912,0,9,0,0,1
70.44,5651,0,13,0,0,1
15.03,9402,0,15,0,0,1
149.76,5912,0,6,1,0,0
67.13,5300,0,10,0,0,1
39.39,4121,0,12,0,0,1
38.99,4121,0,17,0,1,0
48.01,5912,0,21,1,0,0
1.49,5812,0,16,1,0,0
121.19,5311,0,7,0,0,1
30.06,4121,0,17,0,0,1
40.58,5541,0,6,0,0,1
2.14,5411,0,8,0,0,1
5.6,5411,0,12,0,0,1
76.03,5541,0,10,0,0,1
24.92,5310,0,10,0,0,1
95.25,5812,0,18,1,0,0
60.0,4829,0,13,0,0,1
24.35,5310,0,10,0,0,1
2.11,5499,0,13,0,0,1
113.51,7538,0,9,0,0,1
57.91,5300,0,12,0,0,1
15.31,5541,0,10,1,0,0
87.0,5499,0,17,1,0,0
13.05,5411,0,12,1,0,0
0.68,5812,0,10,0,0,1
83.83,4899,0,11,0,1,0
19.93,4784,0,14,0,1,0
97.56,5300,0,14,0,0,1
41.1,4784,0,20,0,1,0
10.45,5541,0,12,1,0,0
16.86,5541,0,11,0,0,1
40.54,4784,0,23,0,1,0
8.75,5813,0,6,0,0,1
197.28,3722,0,17,0,0,1
12.01,7832,0,20,0,0,1
1.27,5499,0,3,1,0,0
57.36,5712,0,11,1,0,0
12.04,5812,0,11,0,0,1
11.83,5812,0,12,1,0,0
4.19,7538,0,7,0,0,1
48.86,4900,0,15,0,0,1
-56.0,5499,0,8,1,0,0
24.05,4214,0,16,0,0,1
208.26,4900,0,19,0,0,1
41.86,5812,0,22,0,0,1
21.57,5942,0,7,0,0,1
55.18,5719,0,9,0,0,1
128.75,4814,0,9,0,0,1
54.27,7538,0,15,0,0,1
77.4,5719,0,21,0,0,1
37.31,5812,0,21,0,0,1
33.54,5812,0,22,0,0,1
18.91,5921,0,11,0,0,1
42.16,5541,0,13,1,0,0
158.87,4814,0,16,0,1,0
33.94,4784,0,11,0,1,0
33.29,5411,0,13,0,0,1
22.1,4121,0,7,0,1,0
35.35,5499,0,17,0,0,1
51.26,5310,0,10,1,0,0
23.53,5300,0,0,1,0,0
2.64,5541,0,11,1,0,0
102.7,8021,0,10,0,0,1
132.9,4900,0,16,0,1,0
98.0,5499,0,8,0,0,1
18.29,4784,0,16,0,1,0
14.09,5541,0,7,1,0,0
98.26,5251,0,18,0,0,1
27.59,5311,0,18,0,0,1
119.22,5912,0,19,0,0,1
33.81,7538,0,14,0,0,1
-76.0,5499,0,12,0,0,1
57.87,5311,0,15,0,0,1
62.31,5812,0,21,1,0,0
244.99,5732,0,11,0,1,0
128.39,5300,0,14,1,0,0
13.32,4121,0,18,0,1,0
1.1,5499,0,15,1,0,0
4.67,5499,0,7,0,0,1
59.77,5261,0,7,0,0,1
181.36,7801,0,18,0,1,0
84.0,5499,0,7,0,0,1
118.22,4722,0,15,1,0,0
-424.0,3504,0,14,0,0,1
65.27,5411,0,12,0,0,1
80.0,4829,0,9,1,0,0
75.18,5499,0,21,1,0,0
21.93,5211,0,5,0,0,1
38.03,5300,0,15,0,0,1
42.87,5211,0,9,1,0,0
171.49,4900,0,1,0,0,1
-60.0,5541,0,9,1,0,0
1.46,5499,0,9,0,0,1
3.24,5814,0,9,1,0,0
6.56,5411,0,11,0,0,1
3.49,5411,0,21,0,0,1
32.68,4784,0,8,0,1,0
7.72,5912,0,13,1,0,0
60.0,4829,0,11,0,0,1
9.5,5499,0,8,0,0,1
12.19,5921,0,6,0,0,1
-458.0,3504,0,22,0,0,1
28.72,4121,0,18,0,0,1
88.2,5942,0,13,0,0,1
64.0,5499,0,11,1,0,0
33.53,7995,0,2,0,0,1
122.43,4814,0,12,0,0,1
1.91,5499,0,7,0,0,1
90.67,5311,0,15,0,1,0
3.33,5942,0,7,1,0,0
50.0,5813,0,14,0,0,1
100.0,4829,0,12,1,0,0
2.17,5411,0,6,0,0,1
586.86,3000,0,20,0,0,1
40.72,5912,0,16,0,0,1
104.27,5311,0,11,0,0,1
8.0,5411,0,8,0,0,1
60.0,5499,0,13,1,0,0
38.68,5300,0,12,0,0,1
-76.0,5541,0,9,0,0,1
5.94,5541,0,7,1,0,0
74.0,5541,0,23,0,0,1
2.12,7538,0,11,0,0,1
83.61,5311,0,16,0,0,1
46.67,5719,0,6,0,0,1
34.13,5311,0,19,0,0,1
57.0,4784,0,14,0,1,0
102.16,4900,0,20,0,0,1
24.69,5211,0,9,0,0,1
44.61,5812,0,22,0,0,1
10.48,5300,0,4,1,0,0
46.84,5912,0,9,0,0,1
43.13,5311,0,16,1,0,0
104.7,5912,0,2,0,0,1
140.0,4829,0,12,0,0,1
2.55,5812,0,11,1,0,0
12.51,4784,0,7,0,1,0
18.68,5211,0,15,0,0,1
110.19,5912,0,12,0,0,1
76.0,5499,0,12,1,0,0
19.86,5814,0,12,0,0,1
168.85,7922,0,14,0,1,0
8.97,5411,0,21,0,0,1
191.13,4814,0,3,0,0,1
28.59,5812,0,10,0,0,1
10.99,5411,0,7,1,0,0
-58.0,5541,0,6,0,0,1
55.0,5541,0,13,1,0,0
36.19,4121,0,19,0,1,0
5.07,5814,0,9,0,0,1
49.37,5310,0,22,1,0,0
-66.0,5541,0,10,0,0,1
2.83,5411,0,9,1,0,0
15.69,5211,0,15,0,0,1
7.13,5411,0,16,0,0,1
62.0,5499,0,16,1,0,0
42.06,4784,0,16,0,1,0
113.49,5411,0,15,1,0,0
382.11,1711,0,16,0,0,1
2.69,5499,0,8,1,0,0
16.22,5541,0,13,0,0,1
59.62,5310,0,7,1,0,0
15.34,5912,0,6,1,0,0
34.46,5300,0,14,0,0,1
-424.0,3684,0,11,0,0,1
6.16,5814,0,6,0,0,1
107.74,5912,0,18,1,0,0
60.0,4829,0,11,0,0,1
1215.8,6300,0,13,0,1,0
1.74,5499,0,19,1,0,0
13.04,5300,0,7,0,0,1
298.7,3775,0,23,0,0,1
9.04,5942,0,11,1,0,0
80.0,4829,0,12,0,0,1
-69.0,5541,0,7,1,0,0
162.5,7538,0,6,1,0,0
5.92,5411,0,15,0,0,1
1.23,5411,0,8,1,0,0
32.04,5812,0,18,0,0,1
-100.0,5499,0,10,0,0,1
25.41,5311,0,12,0,1,0
53.32,7832,0,19,0,0,1
20.78,4121,0,18,0,1,0
59.04,5411,0,3,1,0,0
17.81,5812,0,11,1,0,0
66.38,5541,0,22,0,0,1
31.89,5541,0,15,0,0,1
28.41,5411,0,18,1,0,0
13.31,5300,0,23,0,0,1
83.66,5311,0,11,0,1,0
42.45,7538,0,15,1,0,0
45.58,5499,0,16,0,0,1
39.04,4121,0,11,0,0,1
2.33,4784,0,14,0,1,0
127.6,5912,0,9,1,0,0
29.98,7210,0,18,0,0,1
2.93,5411,0,9,0,0,1
11.99,5814,0,12,0,0,1
28.08,5812,0,4,1,0,0
114.68,5912,0,13,0,0,1
30.72,5211,0,15,0,0,1
64.85,4784,0,11,0,1,0
324.0,3684,0,22,0,0,1
89.0,5541,0,7,0,0,1
14.81,5813,0,18,0,0,1
11.63,5813,0,2,1,0,0
46.53,7538,0,7,0,0,1
-58.0,5541,0,7,1,0,0
80.33,5942,0,4,1,0,0
18.65,7542,0,16,0,0,1
317.0,7801,0,11,0,1,0
10.85,5912,0,8,0,0,1
10.82,5541,0,20,0,0,1
4.01,5411,0,6,0,0,1
57.54,5499,0,11,0,0,1
40.23,5912,0,12,1,0,0
26.67,5813,0,13,0,0,1
105.09,4900,0,8,0,1,0
38.93,5300,0,13,0,0,1
8.17,5411,0,10,1,0,0
68.76,5311,0,20,1,0,0
6.75,5411,0,11,0,0,1
111.43,5300,0,20,1,0,0
44.74,4784,0,10,0,1,0
41.25,5411,0,10,0,0,1
-87.0,5541,0,6,1,0,0
4.9,5300,0,16,1,0,0
57.99,5814,0,19,0,0,1
218.31,3509,0,7,0,0,1
5.51,5411,0,15,0,0,1
80.56,5541,0,14,0,0,1
3.71,5812,0,12,1,0,0
2.47,5541,0,8,0,0,1
2.01,5499,0,8,0,0,1
90.48,5300,0,17,0,0,1
26.9,5912,0,14,1,0,0
100.0,4829,0,13,0,0,1
3.4,5812,0,9,1,0,0
16.22,5812,0,15,0,0,1
15.24,5411,0,10,0,0,1
5.01,5814,0,8,0,0,1
8.2,5812,0,19,0,0,1
18.48,5812,0,10,1,0,0
14.5,5411,0,7,0,0,1
86.21,4111,0,9,1,0,0
36.85,5719,0,17,1,0,0
69.82,5499,0,19,0,0,1
21.65,4784,0,13,0,1,0
65.04,7349,0,12,0,1,0
140.45,8049,0,11,0,0,1
5.52,5812,0,10,0,0,1
-51.0,5499,0,1,1,0,0
26.16,4784,0,13,0,1,0
67.58,7538,0,14,0,0,1
50.65,5812,0,21,0,0,1
90.01,5411,0,13,0,0,1
103.66,5411,0,14,0,0,1
90.0,5499,0,9,0,0,1
160.53,6300,0,7,1,0,0
26.73,7538,0,13,1,0,0
82.09,5411,0,21,0,0,1
23.78,5499,0,15,0,0,1
12.01,5912,0,18,0,0,1
12.66,5814,0,11,1,0,0
61.0,5541,0,16,1,0,0
28.7,5912,0,5,1,0,0
5.23,5411,0,8,0,0,1
11.34,5541,0,11,0,0,1
37.85,5311,0,16,0,0,1
32.66,4121,0,18,0,1,0
6.74,5411,0,12,0,0,1
38.0,7349,0,12,1,0,0
18.77,5814,0,9,1,0,0
79.81,5541,0,12,1,0,0
24.82,4814,0,12,0,1,0
142.69,5411,0,14,0,0,1
73.2,5310,0,11,0,0,1
56.0,5499,0,15,0,0,1
76.0,5499,0,12,0,0,1
7.49,5499,0,13,0,0,1
-79.0,5499,0,16,0,0,1
92.55,7538,0,10,0,0,1
61.0,5499,0,13,1,0,0
-69.0,5541,0,7,0,0,1
65.2,5541,0,12,0,0,1
18.23,5921,0,18,1,0,0
82.0,5499,0,14,0,0,1
41.6,5912,0,20,0,0,1
9.82,5912,0,16,0,0,1
29.62,4121,0,5,0,0,1
15.74,5541,0,11,1,0,0
16.15,4214,0,13,0,0,1
99.54,5912,0,16,1,0,0
65.0,5499,0,13,1,0,0
71.53,5411,0,10,0,0,1
12.15,4121,0,13,0,1,0
313.0,3390,0,11,0,0,1
18.48,5942,0,15,0,0,1
20.0,4829,0,13,0,0,1
124.0,5300,0,3,1,0,0
42.53,5813,0,22,1,0,0
-51.0,5499,0,18,1,0,0
87.19,5541,0,8,0,0,1
131.89,5300,0,16,1,0,0
4.51,5912,0,21,0,0,1
9.83,4121,0,15,1,0,0
189.51,8021,0,9,0,0,1
132.14,5541,0,8,0,0,1
25.11,5812,0,22,0,0,1
3.23,5311,0,11,1,0,0
18.78,5311,0,12,1,0,0
0.94,5499,0,9,1,0,0
73.84,5912,0,12,1,0,0
-75.0,5499,0,16,0,0,1
53.98,7538,0,18,0,0,1
66.04,5300,0,7,0,0,1
9.49,4784,0,23,0,1,0
18.43,5310,0,20,1,0,0
38.18,4784,0,15,0,1,0
-96.0,5541,0,16,0,0,1
51.0,5499,0,19,1,0,0
92.0,5541,0,8,0,0,1
100.0,4829,0,14,0,0,1
19.29,5813,0,21,0,0,1
28.9,4784,0,14,0,1,0
88.57,7538,0,10,0,0,1
-61.0,5499,0,13,1,0,0
70.11,5814,0,21,1,0,0
36.37,7538,0,7,0,0,1
76.19,5300,0,15,0,0,1
4.33,5411,0,9,1,0,0
140.72,4814,0,3,0,1,0
17.26,5814,0,13,1,0,0
34.23,4784,0,8,0,1,0
120.0,4829,0,9,0,0,1
3.6,5411,0,6,0,0,1
46.94,5499,0,14,0,0,1
45.41,5499,0,19,0,0,1
12.32,5541,0,3,1,0,0
1.87,7210,0,14,1,0,0
144.01,4899,0,14,0,1,0
3.76,5812,0,2,1,0,0
100.0,4829,0,6,0,0,1
16.96,5813,0,20,0,0,1
79.73,6300,0,22,0,0,1
93.85,7538,0,12,0,0,1
36.81,5912,0,12,0,0,1
9.22,5912,0,9,1,0,0
2.74,5541,0,6,0,0,1
20.53,4784,0,16,0,1,0
2.3,5812,0,2,0,0,1
113.44,4900,0,21,1,0,0
28.85,5261,0,6,1,0,0
68.44,7538,0,0,0,0,1
62.2,5912,0,19,1,0,0
2.15,5499,0,6,0,0,1
33.44,5970,0,15,0,0,1
12.0,5300,0,23,0,0,1
186.29,5300,0,14,1,0,0
3.01,5812,0,9,1,0,0
198.04,5719,0,12,0,0,1
-95.0,5541,0,16,0,0,1
3.27,5411,0,6,1,0,0
67.81,5814,0,17,0,0,1
2.04,5411,0,12,0,0,1
14.79,7542,0,18,0,0,1
6.0,4784,0,7,0,1,0
1.85,5411,0,2,0,0,1
40.31,5311,0,17,0,0,1
21.9,5411,0,22,0,0,1
1.89,5812,0,10,1,0,0
0.24,5499,0,8,1,0,0
6.83,5499,0,8,0,0,1
25.33,5310,0,11,0,0,1
18.52,4121,0,8,0,0,1
31.19,5411,0,8,0,0,1
0.75,5499,0,12,0,0,1
-56.0,5541,0,8,0,0,1
80.0,4829,0,7,1,0,0
61.87,5812,0,18,0,0,1
28.88,4784,0,13,0,1,0
70.0,5541,0,11,0,0,1
2.86,5499,0,10,0,0,1
94.03,5912,0,14,1,0,0
50.54,5541,0,15,0,0,1
2.6,5812,0,9,0,0,1
485.0,3684,0,21,1,0,0
172.87,4899,0,14,0,1,0
18.95,5300,0,13,1,0,0
13.84,5411,0,12,0,0,1
63.23,5541,0,7,1,0,0
57.9,5499,0,10,0,0,1
1.41,5541,0,7,0,0,1
38.47,5310,0,22,0,0,1
80.0,4829,0,7,1,0,0
39.11,4121,0,14,0,1,0
1.48,5499,0,22,0,0,1
6.96,5814,0,13,0,0,1
109.64,5251,0,16,0,0,1
88.1,5300,0,13,0,0,1
25.8,7802,0,12,0,0,1
20.31,4121,0,16,0,0,1
63.51,5251,0,15,0,0,1
21.78,9402,0,16,0,0,1
11.41,5411,0,13,1,0,0
60.0,4829,0,18,1,0,0
24.0,5300,0,7,0,0,1
28.84,4121,0,18,0,0,1
140.0,4829,0,10,0,0,1
12.38,5300,0,14,0,0,1
211.9,5541,0,6,0,0,1
15.39,4121,0,16,0,0,1
23.34,4784,0,4,0,1,0
1.06,5499,0,5,0,0,1
60.49,7538,0,7,1,0,0
37.81,5912,0,5,0,0,1
68.0,5541,0,7,0,0,1
55.06,5192,0,8,0,0,1
60.0,4829,0,11,0,0,1
39.8,5541,0,11,0,0,1
3.18,5814,0,11,1,0,0
76.0,5499,0,9,1,0,0
37.25,5499,0,8,0,0,1
40.52,5300,0,22,0,0,1
152.03,5411,0,9,0,0,1
0.38,5814,0,9,0,0,1
42.07,5912,0,13,0,0,1
29.96,4784,0,15,0,1,0
140.0,4829,0,14,1,0,0
14.91,5912,0,15,0,0,1
69.8,8931,0,10,1,0,0
60.0,4829,0,18,0,0,1
20.0,4829,0,0,0,0,1
33.92,5300,0,11,0,0,1
89.15,5310,0,14,1,0,0
20.45,7538,0,7,0,0,1
8.46,5812,0,7,1,0,0
11.92,5912,0,7,0,0,1
66.07,7230,0,13,0,0,1
130.08,4900,0,6,1,0,0
22.82,4121,0,9,0,1,0
20.33,5311,0,12,1,0,0
1.2,5499,0,14,0,0,1
-76.0,5499,0,13,1,0,0
115.13,5411,0,17,0,0,1
131.11,5311,0,8,1,0,0
-77.0,5541,0,12,0,0,1
17.3,5815,0,8,0,1,0
3.41,5812,0,9,0,0,1
19.53,5942,0,8,1,0,0
929.82,3174,0,1,0,0,1
60.0,4829,0,7,0,0,1
23.24,5814,0,12,0,0,1
51.41,5499,0,12,0,0,1
10.14,5912,0,10,0,0,1
17.42,7542,0,16,0,0,1
4.46,5942,0,11,0,0,1
1.99,5814,0,7,0,0,1
44.2,4784,0,12,0,1,0
56.22,4814,0,6,0,0,1
37.11,5499,0,15,1,0,0
2.17,5814,0,9,1,0,0
26.05,5970,0,11,0,0,1
100.0,4829,0,16,0,0,1
54.29,7538,0,16,0,0,1
2.67,5499,0,9,0,0,1
29.83,5311,0,22,1,0,0
4.41,5912,0,7,0,0,1
1.46,5411,0,2,0,0,1
90.0,5499,0,8,0,0,1
36.22,7801,0,17,0,1,0
64.9,7538,0,8,0,0,1
11.64,5912,0,7,0,0,1
14.88,9402,0,14,0,0,1
-56.0,5541,0,10,0,0,1
80.0,4829,0,19,0,0,1
5.54,5541,0,7,0,0,1
29.6,7832,0,11,0,0,1
3.44,5541,0,11,1,0,0
2.85,5499,0,19,1,0,0
73.86,4784,0,10,0,1,0
7.72,5812,0,2,0,0,1
51.84,5812,0,17,0,0,1
99.68,4900,0,12,0,1,0
256.12,4814,0,7,0,1,0
36.12,5311,0,15,0,0,1
100.0,5541,0,11,0,0,1
24.1,7538,0,16,1,0,0
81.68,7538,0,16,1,0,0
19.28,5311,0,8,0,0,1
14.01,5812,0,13,0,0,1
120.0,4829,0,16,0,0,1
10.16,5719,0,6,0,0,1
11.46,5814,0,20,0,0,1
17.15,4121,0,6,0,1,0
10.04,5311,0,11,0,1,0
70.0,5499,0,14,1,0,0
-83.0,5541,0,9,0,0,1
18.47,4784,0,20,0,1,0
38.4,5812,0,21,0,0,1
40.0,4829,0,10,0,0,1
-83.0,5499,0,9,0,0,1
1.23,5411,0,7,0,0,1
10.13,5541,0,12,0,0,1
44.84,5311,0,14,0,1,0
5.73,4784,0,0,0,1,0
60.71,5541,0,9,0,0,1
36.64,5411,0,8,0,0,1
80.0,4829,0,19,0,0,1
7.13,5541,0,15,0,0,1
163.31,8021,0,6,0,0,1
8.42,7832,0,13,0,0,1
20.17,5912,0,16,0,0,1
24.95,4214,0,14,1,0,0
14.48,5912,0,12,0,0,1
92.93,5912,0,14,1,0,0
4.86,5499,0,8,0,0,1
10.34,5411,0,1,1,0,0
11.0,5814,0,19,0,0,1
6.86,5541,0,6,1,0,0
79.92,5541,0,18,0,0,1
12.72,4121,0,11,0,1,0
1.52,5499,0,7,0,0,1
70.48,5311,0,20,1,0,0
140.0,4829,0,12,0,0,1
10.04,5541,0,13,0,0,1
46.06,4814,0,14,0,0,1
25.16,5541,0,21,0,0,1
35.29,5812,0,17,0,0,1
46.08,5311,0,21,0,0,1
30.24,4121,0,7,0,1,0
36.49,5311,0,15,0,0,1
51.34,5411,0,15,0,0,1
35.76,5411,0,15,0,0,1
13.02,5815,0,17,0,1,0
10.89,5411,0,7,1,0,0
51.23,5300,0,16,1,0,0
40.0,4829,0,8,0,0,1
191.47,4722,0,19,1,0,0
32.32,4121,0,14,1,0,0
204.56,4722,0,20,1,0,0
100.0,4829,0,14,1,0,0
18.67,4784,0,8,0,1,0
15.1,5311,0,13,0,0,1
95.51,5411,0,17,1,0,0
157.91,4814,0,12,0,0,1
-53.0,5541,0,22,0,0,1
12.28,5411,0,3,0,0,1
3.07,5499,0,6,0,0,1
69.0,5499,0,8,1,0,0
41.2,7538,0,14,0,0,1
1.99,5499,0,19,0,0,1
86.64,8011,0,15,0,0,1
92.0,5499,0,8,0,0,1
2.3,5812,0,7,0,0,1
12.1,5310,0,19,0,0,1
10.77,5310,0,12,0,0,1
114.72,5541,0,12,0,0,1
33.0,4900,0,19,1,0,0
4.36,5300,0,15,1,0,0
31.83,7538,0,22,1,0,0
11.28,5411,0,6,0,0,1
185.72,4814,0,6,0,0,1
2.65,5411,0,14,0,0,1
55.0,5499,0,10,0,0,1
200.0,4829,0,7,0,0,1
54.23,5541,0,19,1,0,0
115.73,5310,0,17,0,0,1
3.14,5411,0,9,0,0,1
18.16,5814,0,13,0,0,1
224.03,3684,0,5,0,0,1
34.62,5311,0,12,0,0,1
96.54,5310,0,13,1,0,0
166.46,4900,0,21,0,0,1
12.47,5912,0,9,0,0,1
134.79,5912,0,12,1,0,0
12.26,5300,0,11,1,0,0
127.04,4814,0,12,0,0,1
2.6,5499,0,11,0,0,1
36.01,5311,0,13,0,0,1
25.75,5411,0,7,0,0,1
53.42,5912,0,9,0,0,1
5.84,5812,0,7,0,0,1
40.43,5812,0,16,0,0,1
2.48,5812,0,6,0,0,1
3.58,5651,0,13,1,0,0
12.02,5411,0,11,0,0,1
0.24,5812,0,7,1,0,0
19.84,5912,0,8,0,0,1
107.4,5651,0,14,1,0,0
96.0,5541,0,13,1,0,0
10.64,5912,0,14,1,0,0
80.0,4829,0,18,0,0,1
61.1,5812,0,15,1,0,0
87.0,5499,0,8,0,0,1
180.0,4829,0,13,0,0,1
120.73,8021,0,14,0,0,1
63.52,4900,0,20,0,0,1
-52.0,5541,0,8,0,0,1
65.32,7538,0,21,0,0,1
1.37,5499,0,7,0,0,1
65.48,5310,0,17,1,0,0
10.41,5411,0,12,0,0,1
0.92,5499,0,15,1,0,0
92.97,7538,0,11,0,0,1
288.34,5712,0,7,1,0,0
98.32,5912,0,10,0,0,1
80.0,4829,0,21,1,0,0
22.64,5912,0,7,0,0,1
57.0,5499,0,6,0,0,1
18.34,4784,0,7,0,1,0
423.0,3395,0,22,0,0,1
15.05,5300,0,18,1,0,0
9.16,5912,0,8,0,0,1
30.46,4814,0,18,0,0,1
0.8,5812,0,10,0,0,1
69.06,5411,0,13,0,0,1
65.82,5813,0,0,0,0,1
8.17,5411,0,11,0,0,1
2.72,5411,0,9,1,0,0
9.19,5921,0,10,0,0,1
18.96,9402,0,9,0,0,1
4.48,5812,0,8,0,0,1
2.8,5411,0,7,0,0,1
5.77,5541,0,8,0,0,1
101.84,4111,0,8,1,0,0
1.99,5812,0,10,0,0,1
37.09,5655,0,15,0,0,1
5.22,5812,0,11,1,0,0
55.12,4784,0,7,0,1,0
50.96,4121,0,0,0,1,0
66.17,7538,0,7,1,0,0
17.66,4784,0,15,0,1,0
11.12,5411,0,12,0,0,1
62.48,5411,0,14,0,0,1
81.8,5300,0,13,0,0,1
5.92,5812,0,9,0,0,1
11.58,5812,0,11,0,0,1
70.76,7538,0,15,0,0,1
-89.0,5499,0,18,1,0,0
5.93,5541,0,2,1,0,0
100.0,4829,0,14,0,0,1
8.08,5411,0,11,0,0,1
52.39,5211,0,19,0,0,1
2.21,5942,0,3,1,0,0
200.0,3509,0,17,0,0,1
9.57,5541,0,8,0,0,1
8.01,5812,0,11,1,0,0
26.63,4121,0,5,0,1,0
15.27,5300,0,10,0,0,1
77.31,5912,0,10,0,0,1
6.39,5411,0,1,0,0,1
0.88,5814,0,6,0,0,1
77.0,5499,0,12,1,0,0
125.5,4111,0,6,1,0,0
29.23,5311,0,13,0,0,1
17.32,5912,0,16,0,0,1
53.0,5541,0,7,1,0,0
41.26,4784,0,21,0,1,0
-73.0,5499,0,9,1,0,0
90.81,4900,0,12,0,0,1
2.31,5411,0,6,0,0,1
0.88,5411,0,6,1,0,0
65.39,7538,0,7,1,0,0
37.8,7538,0,17,1,0,0
47.65,5814,0,19,0,0,1
-99.0,5541,0,11,1,0,0
92.0,5541,0,14,0,0,1
33.59,4121,0,9,0,1,0
44.37,5310,0,8,0,0,1
15.66,7210,0,15,1,0,0
56.14,5541,0,13,0,0,1
25.84,4784,0,14,0,1,0
123.0,7011,0,18,1,0,0
48.71,5300,0,6,0,0,1
18.1,9402,0,14,0,0,1
46.52,5411,0,10,0,0,1
37.57,7832,0,19,0,0,1
262.86,8049,0,6,1,0,0
8.25,5912,0,9,1,0,0
22.81,5912,0,14,0,0,1
61.0,5499,0,9,0,0,1
37.37,5211,0,9,0,0,1
63.95,5300,0,12,0,0,1
22.24,7210,0,18,0,0,1
2.69,5541,0,1,0,0,1
120.0,4829,0,14,0,0,1
5.95,5300,0,15,1,0,0
8.88,5411,0,16,0,0,1
45.96,7230,0,8,0,0,1
2.84,5411,0,10,0,0,1
58.25,5912,0,20,1,0,0
107.01,4722,0,1,0,1,0
76.72,7538,0,15,0,0,1
69.17,5300,0,11,0,0,1
58.72,5541,0,8,0,0,1
41.98,5912,0,16,1,0,0
82.76,4900,0,6,0,1,0
4.23,5812,0,9,0,0,1
63.67,7538,0,14,0,0,1
159.13,4899,0,23,0,1,0
26.17,4121,0,11,0,1,0
37.86,5812,0,20,1,0,0
73.52,5300,0,11,0,0,1
74.0,5499,0,10,0,0,1
7.68,5912,0,8,0,0,1
180.0,4829,0,13,0,0,1
12.64,5814,0,21,0,0,1
2.65,5411,0,9,0,0,1
82.8,5311,0,8,1,0,0
128.11,5812,0,22,1,0,0
65.54,4784,0,16,0,1,0
38.4,5912,0,11,1,0,0
3.45,5411,0,11,0,0,1
1.71,5499,0,13,0,0,1
140.0,4829,0,14,0,0,1
22.95,7210,0,12,0,0,1
-65.0,5541,0,13,1,0,0
40.0,4829,0,1,0,0,1
4.44,5912,0,10,0,0,1
143.57,5311,0,6,1,0,0
10.41,5411,0,10,1,0,0
53.0,5541,0,14,0,0,1
-66.0,5541,0,14,0,0,1
1.69,5812,0,6,0,0,1
3.25,5411,0,5,0,0,1
6.45,7538,0,16,0,0,1
29.15,5813,0,21,0,0,1
43.34,5311,0,10,0,0,1
1.9,5812,0,8,1,0,0
12.27,5812,0,12,0,0,1
3.07,5311,0,20,0,1,0
80.0,5541,0,16,0,0,1
3.03,5812,0,7,0,0,1
-86.0,5541,0,6,0,0,1
8.66,5541,0,10,1,0,0
41.35,8021,0,15,0,0,1
138.3,4900,0,17,0,0,1
93.0,5499,0,13,1,0,0
96.0,5499,0,13,0,0,1
43.15,7230,0,8,1,0,0
61.15,7349,0,12,0,0,1
92.35,4111,0,9,0,0,1
158.59,5310,0,12,0,0,1
109.49,3504,0,18,0,0,1
324.0,3722,0,16,0,0,1
55.31,5942,0,19,0,0,1
238.82,6300,0,11,0,1,0
1.64,5499,0,13,0,0,1
49.56,5814,0,19,0,0,1
4.79,5812,0,6,0,0,1
120.73,3684,0,18,1,0,0
13.12,5541,0,10,0,0,1
47.58,5300,0,9,0,0,1
26.93,5411,0,7,0,0,1
4.1,5411,0,11,0,0,1
12.65,5411,0,9,0,0,1
42.77,5300,0,11,0,0,1
7.92,5812,0,16,0,0,1
6.93,5300,0,13,0,0,1
42.14,7538,0,16,0,0,1
41.03,4784,0,16,0,1,0
6.37,5942,0,8,1,0,0
69.47,5541,0,16,0,0,1
9.27,5812,0,16,0,0,1
1.9,4121,0,11,0,0,1
2.86,5411,0,6,0,0,1
37.21,7230,0,10,0,0,1
43.95,5310,0,10,1,0,0
78.49,5300,0,7,0,0,1
11.3,5411,0,8,1,0,0
78.0,5541,0,11,0,0,1
53.87,5541,0,14,0,0,1
6.28,5921,0,16,0,0,1
194.0,3389,0,16,0,0,1
21.74,5541,0,7,1,0,0
48.71,5812,0,21,0,0,1
77.79,5411,0,20,0,0,1
26.46,4121,0,14,0,0,1
4.97,5541,0,10,0,0,1
5.65,5411,0,13,0,0,1
103.65,4111,0,8,0,0,1
18.84,5300,0,16,0,0,1
15.33,5411,0,13,0,0,1
56.13,7230,0,14,0,0,1
4.75,5812,0,6,0,0,1
13.06,4214,0,14,1,0,0
78.52,5310,0,22,0,0,1
9.4,5411,0,10,0,0,1
15.02,4121,0,10,0,1,0
10.5,5541,0,8,1,0,0
65.0,5541,0,6,1,0,0
160.0,4829,0,17,1,0,0
-53.0,5541,0,14,1,0,0
10.19,5812,0,11,0,0,1
19.52,4214,0,12,0,0,1
119.99,5311,0,8,0,1,0
568.79,7801,0,6,0,1,0
387.68,7011,0,10,0,0,1
23.54,4121,0,13,0,1,0
13.51,5814,0,12,0,0,1
5.17,5499,0,14,0,0,1
